video_id,title,channel_id,channel_name,category,published_at,upload_hour,upload_day,view_count,like_count,comment_count,duration_seconds,tags,tag_count,title_length,title_word_count,engagement_rate,like_to_view_ratio,comment_to_view_ratio,subscriber_count,total_video_count,total_channel_views,country,performance_tier,duration_category,collected_at
tB2e2G83nBQ,"İlk 5G hız testi! Türkiye 5G’ye geçti, telefonlar ne kadar hızlandı?",UC-gs6ml23jQKvLC86LzpQ0g,Technopat,Tech,2026-03-31 13:07:15,13,Tuesday,30964,381,121,51,"Technopat,teknoloji,video,5g,türkiye,5g hız testi,speedtest,5g hızı,turkcell,türk telekom,vodafone,internet,performans,5g performansı",14,68,11,1.6212,1.2305,0.3908,884000,5797,323104055,TR,Medium,Short,2026-04-03 10:58:06
TbAxkWXoVTw,RESIDENT EVIL 6 (PS5 PRO) Leon Gameplay Walkthrough Full Game [4K 60FPS HDR] No Commentary,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,Gaming,2026-01-23 10:30:29,10,Friday,234437,1897,99,20526,"Resident Evil 6,RE6 walkthrough,Leon gameplay,PS5 Pro gameplay,Resident Evil review,full game review,RE6 full gameplay,RTX 5090 PC,Xbox Series X,all boss fights,story missions RE6,RE6 endings,Resident Evil 2012,no commentary gameplay,survival horror games,video game walkthrough,gaming on PS5,Leon Kennedy RE6,cinematic gameplay",19,90,15,0.8514,0.8092,0.0422,672000,2705,417326170,US,High,Long,2026-04-03 10:58:23
tDN7ANdJJAE,😱 Can You Build Body With 2 days A Week Workout Plan ? #gymmotivation,UCtbYqEkfmBqXwOd6a5U4_7Q,MIND WITH MUSCLE,Fitness,2024-12-12 07:13:07,7,Thursday,3073823,165438,667,33,"motivation,gym motivation,workout motivation",3,69,14,5.4039,5.3822,0.0217,1480000,1330,726619660,IN,Viral,Short,2026-04-03 10:58:31
TDT4d9rLQfs,Tom Clancy's The Division (PS5 PRO) Gameplay Walkthrough Full Game [4K 60 FPS HDR] No Commentary,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,Gaming,2026-03-13 14:40:12,14,Friday,52220,480,16,57576,"The Division 1 walkthrough,Division 1 gameplay,Division 1 review,PS5 Pro gameplay,RTX 5090 PC,Xbox Series X S,Tom Clancy games,The Division 1,full game,story missions,game endings,boss fights,cinematics,no commentary,stealth action,looter shooter,open world,RPG,Ubisoft,PS5 Pro",20,96,16,0.9498,0.9192,0.0306,672000,2705,417326170,US,Medium,Long,2026-04-03 10:58:23
tEnvOaw8ScU,Build Body at Home Fast (Easy Tips) | Full HOME WORKOUT PLAN for Beginners | Rewirs,UCht20FQcvP8KATxdKAxJL8A,Rewirs,Fitness,2025-10-10 13:30:56,13,Friday,976150,43152,2345,572,"rewirs,Rewirs,rewires,rewirs new video,calisthenics,start calisthenics,learn calisthenics,what is calisthenics,calisthenics at home,calisthenics workout,calisthenics beginner,how to build muscle at home,how to build body at home,how to build body,how to build muscle fast,full body workout at home,home workout for beginners,workout at home,workout for beginners,workout to build muscle at home,home workout for men,beginner workout at home",22,83,16,4.6609,4.4206,0.2402,2870000,374,290217824,IN,High,Medium,2026-04-03 10:58:31
TFRIzdgbhQk,Tech giants struggle to justify huge AI costs | The World | ABC NEWS,UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),Tech,2026-03-31 11:42:16,11,Tuesday,12774,119,0,449,"Australia,abc,abc news,news",4,68,14,0.9316,0.9316,0.0,2540000,109834,1494109186,AU,Medium,Medium,2026-04-03 10:58:06
TGdlG9FgJeo,How To Invest For Teenagers In India? Investing Ideas For Beginners,UCYoUuK_uXILQmvip-6jDZ-A,Vaibhav Kadnar,Finance,2025-06-10 12:30:37,12,Tuesday,405049,21791,1846,699,"how to invest for teenagers in india,investment ideas for beginners,how to invest for teenagers,how to invest money for beginners in hindi,investing for teenagers in india,how to invest for teenagers in hindi,can teenagers invest,stock market for teens,stock market for teenagers,stock market for teens in india,stock market for beginners teens,how to invest in stocks for beginners,investment 101 for beginners,investment strategies for young investors",14,67,11,5.8356,5.3798,0.4557,6920000,1164,1863259100,IN,High,Long,2026-04-03 10:58:14
TlpLz2OIh6U,"OnePlus Good News?, Pixel 11 First Look,Find X9 Ultra Launch,iQOO 16 185Hz 😲,Instagram Plus-#TTN1755",UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,Tech,2026-04-01 12:48:12,12,Wednesday,174115,8510,290,409,"india tech news,latest tech news india,chinese cctv ban india,oneplus online strategy,cert in apple warning,apple security alert india,quantum computing google,sarvam ai chanakya,google 3d avatar ai,vivo x300 launch,oppo find x9 ultra launch,oneplus nord ce6 leak,pixel 11 design leak,iqoo 16 display,iphone price increase,instagram plus subscription,sony ps5 price hike,tech updates 2026,gadget news india,smartphone leaks 2026,trakin tech news,tech news",22,100,14,5.0541,4.8876,0.1666,15500000,4495,3210507707,IN,High,Medium,2026-04-03 10:58:06
TSGWdEo90tE,"""INSECURITY"" ||  Stand Up Comedy by Pranav Sharma",UCWdEI-adtq0qZIHCus4-6dQ,Pranav Sharma,Comedy,2025-12-12 12:06:43,12,Friday,5114560,185181,3825,1417,"stand up comedy,comedy,stand up,standup comedy,stand up videos,stand up comedy indian,new stand up comedy,latest stand up comedy,best stand up comedy,hindi stand up comedy,Pranav sharma comedy,pranav sharma stand up comedy,pranav sharma,taazaphool,college comedy,periods stand up comedy,STAND UP COMEDY,Pranav sharma,Insecurity stand up,gym stand up,indian stand up comedy,stand up comedy pranav sharma,Insecurity stand up comedy,hindi stand up",24,49,8,3.6954,3.6207,0.0748,1350000,45,498672366,IN,Viral,Long,2026-04-03 10:58:49
TtnpyBcxHSQ,Burn Fat - Best 30 Min Home Workout Routine,UCDUlDJcPPOOQK-3UrxEyhAQ,Roberta's Gym,Fitness,2018-10-29 10:45:03,10,Monday,5346094,51687,2275,1879,"burn fat,fat burn,30 min fat burn,30 min burn fat,30 min fat loss,30 min lose fat,30 min weight loss,30 min lose weight,30 min workout,30 min burn calories,30 min home workout,30 min home workout to lose weight,30 minutes workout,home workout in 30 minutes,lose weight in 30 minutes,best workout to lose weight in 30 minutes,how to lose weight in 30 minutes,home routine half an hour,half an hour fat burn routine,30 min fat burn workout,roberta's gym",21,43,9,1.0094,0.9668,0.0426,6810000,2713,1235657875,GB,Viral,Long,2026-04-03 10:58:31
TupnEs49MbI,CALL OF DUTY BLACK OPS COLD WAR Gameplay Walkthrough Campaign FULL GAME [4K 60FPS PS5 PRO],UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,Gaming,2025-11-27 20:00:22,20,Thursday,374762,4270,235,13707,"Call Of Duty Black Ops Cold War,Call Of Duty Black Ops Cold War Gameplay,Call Of Duty Black Ops Cold War Walkthrough Part 1,MKIceAndFire,No,Commentary,Call Of Duty Black Ops Cold War Ending,Call Of Duty Black Ops Cold War Full Game,Full Game,PS5,PS5 Pro,Xbox Series X,PS4,PC,Video Game,Campaign,Singleplayer",17,90,16,1.2021,1.1394,0.0627,4610000,7908,2726785591,,High,Long,2026-04-03 10:58:23
TvDgncoLcMk,How To Invest For Beginners (2026),UCD3vQ2YqC_sxUJ2OikLYjGQ,Nishkarsh Sharma,Finance,2025-03-13 13:25:25,13,Thursday,347026,12944,276,1071,"nishkarsh sharma,ecommerce,printondemand,make money online,make money in 2025,earn money online,make money online 2024,best way to make money,How To Invest For Beginners (2025),learn investment",10,34,6,3.8095,3.73,0.0795,934000,1124,58303839,IN,High,Long,2026-04-03 10:58:14
tZ-zfCKNc0M,Build Body at Home Fast (100% easy) | Full Home Workout Plan for Beginners ,UCaebxrfVje2g0nRQ92D8DfA,Desi Gym Fitness,Fitness,2026-02-26 14:23:50,14,Thursday,240856,11746,540,795,no_tags,0,75,14,5.101,4.8768,0.2242,3280000,877,594329713,IN,High,Long,2026-04-03 10:58:31
u49MZH-FFa4,5 Top Skills to Learn in College,UCBwmMxybNva6P_5VmxjzwqA,Apna College,Education,2021-11-18 14:55:03,14,Thursday,15478288,1367756,1990,60,no_tags,0,32,7,8.8495,8.8366,0.0129,7490000,1010,1242884352,,Viral,Short,2026-04-03 10:58:40
U59sN3RaDHM,The Final Boss of all the Spiderman Games #gaming #videogames #spiderman #marvelspiderman,UCtBU9Pvc3U4zpFwNQaS5-xg,Retrogamingg,Gaming,2024-05-27 23:07:29,23,Monday,4278781,157063,745,58,no_tags,0,89,12,3.6882,3.6707,0.0174,535000,1047,884797467,,Viral,Short,2026-04-03 10:58:23
U6MIV_0fmc4,"Shanky, Kundi Aur Thailand | Standup Comedy By Inder Sahani",UC0a6k1PuUJrZMJ01xg_wyHQ,Inder Sahani,Comedy,2026-01-07 13:45:07,13,Wednesday,690146,19634,1048,2272,"inder sahani standup comedy,standup comedy by inder sahani,inder sahani crowd work,crowd work comedy,indian standup comedy,hindi stand up comedy,clean standup comedy,indian stand up comedy,standup comedy,standup comedy new,Ab hai aapki bari,Crowd interaction,funny videos,Bassi new,Abhishek upmanyu,Samay raina latest,Ravi gupta comedy,Hindi funny videos,Jamnapaar,Amazon prime,Thailand,Hardware,Viral content,Latest comedy videos,funny,Doremon,Cartoon,BTS",28,59,10,2.9968,2.8449,0.1519,308000,211,105246798,IN,High,Long,2026-04-03 10:58:49
U9ENCvFf9yQ,Step by Step Beginner Gym Guide (Full Training Plan + All You Need To Know),UCAo68fdu-hYfgO0y0n-J8qg,trainer winny,Fitness,2023-10-01 18:00:20,18,Sunday,3667484,211906,3690,734,no_tags,0,75,15,5.8786,5.778,0.1006,874000,138,54572294,,Viral,Long,2026-04-03 10:58:31
UcbvtJQui-M,NIOH 3 Walkthrough Gameplay Part 1 - INTRO (FULL GAME),UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,Gaming,2026-01-29 15:01:03,15,Thursday,335919,9521,831,9317,"Nioh 3,Nioh 3 Gameplay,Nioh 3 Walkthrough,Nioh 3 Full Game,Nioh 3 Full Gameplay,Nioh 3 Full Walkthrough,Nioh 3 Playthrough,Nioh 3 Part 1,Nioh 3 Walkthrough Gameplay,Nioh 3 Walkthrough Part 1,Nioh 3 Gameplay Part 1,Nioh 3 PS5,Nioh 3 PS5 Gameplay,Nioh 3 PC,Nioh 3 PC Gameplay,Nioh 3 Review,Nioh 3 Reaction,Nioh 3 Ending,Nioh 3 Let's Play,Nioh 3 Bosses,Nioh 3 Story,Nioh Gameplay,Nioh Walkthrough,Nioh Playthrough,PS5 Gameplay,PS5,Soulslike Gameplay",27,54,10,3.0817,2.8343,0.2474,13900000,8996,6616198738,US,High,Long,2026-04-03 10:58:23
ucIe01hGcV0,How to start investing #investing,UCLB4e-4vO2ioj7350YeE6-g,John Liang,Finance,2024-06-11 20:49:35,20,Tuesday,320578,16589,162,61,no_tags,0,33,5,5.2252,5.1747,0.0505,652000,637,222171684,US,High,Short,2026-04-03 10:58:14
UExXnRW3vRg,What do investment bankers actually do?,UC_-hYjoNe4PJNFa9iZ4lraA,Good Work,Finance,2025-04-11 15:53:38,15,Friday,632024,18657,107,39,"morning brew,dan toomey,morning brew dan toomey,good work",4,39,6,2.9689,2.9519,0.0169,1520000,353,324714307,US,High,Short,2026-04-03 10:58:14
UhMn4kJNXqk,Japanese Person in Utah?? | Atsuko Okatsuka Stand Up Comedy,UCp_jbSj7zcQxLezB0uJ-fWw,Atsuko Okatsuka,Comedy,2026-03-30 00:09:10,0,Monday,144336,2146,86,226,"atsuko,atsuko okatsuka,atsuko comedy,atsuko comedian,atsuko okatsuka comedy,atsuko okatsuka comedian,atsuko okatsuka stand up,atsuko okatsuka stand up comedy",8,59,10,1.5464,1.4868,0.0596,518000,249,255253182,US,High,Medium,2026-04-03 10:58:49
uMmISW6x38M,Drone technology in the spotlight | BBC News,UC16niRr50-MSBwiO3YDb3RA,BBC News,Tech,2026-03-22 13:19:47,13,Sunday,214961,1666,201,294,"bbc,bbc news,news,world news,breaking news",5,44,8,0.8685,0.775,0.0935,19600000,29433,6809373919,GB,High,Medium,2026-04-03 10:58:06
UMThU4gaRvo,What should you invest in? #stockmarket #stocks #investing #invest #money #finance #rich #wealth,UCgbXT2QuTj4SYxaWCs3vuAw,Your Rich BFF,Finance,2023-02-22 14:51:42,14,Wednesday,380736,34931,494,60,no_tags,0,96,13,9.3043,9.1746,0.1297,1230000,1568,309951753,,High,Short,2026-04-03 10:58:14
unWPUqnNG4U,The ONLY 4 Ways To Invest Money 💰 | Robert Kiyosaki,UCkKXEw3uDVHj3fZPmruhEjw,Lenidy,Finance,2023-01-30 22:43:51,22,Monday,543276,9497,274,40,no_tags,0,51,11,1.7985,1.7481,0.0504,32000,1274,10056882,US,High,Short,2026-04-03 10:58:14
UPaaCGL2B7U,Big Tech Is Losing Billions: Is the AI Bubble Bursting? | Vantage with Palki Sharma,UCz8QaiQxApLq8sLNcszYyJw,Firstpost,Tech,2026-02-17 17:00:52,17,Tuesday,210068,2932,736,331,"firstpost,vantage,palki sharma,vantage palki sharma,first post,firstpost palki sharma,vantage on firstpost,ai bubble explained,ai bubble bursting,artificial intelligence,artificial intelligence bursting,ai bubble bursting video,ai bubble bursting videos,ai bubble bursting update,ai bubble bursting 2026,artificial intelligence bubble,artificial intelligence bubble video,artificial intelligence bubble videos,ai bubble burst,ai bubble burst video",20,83,15,1.7461,1.3957,0.3504,9500000,78323,5448751023,IN,High,Medium,2026-04-03 10:58:06
UsWP4UQ7YOk,'সেলিব্রেটি পরে আগে ও পাড়ার ছেলে...' | #Shorts,UCHCR4UFsGwd_VcDa0-a4haw,TV9 Bangla,Tech,2026-03-30 11:35:28,11,Monday,43747,253,2,82,"rahul arunoday banerjee death,rahul arunoday banerjee,rahul arunoday banerjee died,rahul arunoday banerjee passed away,rahul arunoday banerjee latest news,rahul banerjee death,rahul arunoday banerjee biography,rahul banerjee death news,actor Rahul,arunoday death,rahul banerjee death in talsari,tollywood actor rahul banerjee death,actor rahul banerjee news today,rahul arunoday bandyopadhyay,Rahul Death,tv9 bangla,tv9 bangla news,tv9 bangla news update",18,47,8,0.5829,0.5783,0.0046,5830000,161646,5054882029,IN,Medium,Short,2026-04-03 10:58:06
UX732-Qfbq4,"Tech News 2127 || Apple MacBook Neo, Nothing 4a Series Launch, OPPO Airdrop, QuitGPT, iPhone 17e.Etc",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,Tech,2026-03-05 13:59:33,13,Thursday,155828,10049,354,599,"prasadtechintelugu,prasad,techtelugu,technews,Prasad tech in telugu",5,100,16,6.676,6.4488,0.2272,5070000,5198,2084197772,IN,High,Medium,2026-04-03 10:58:06
V44vd4sJcPs,Howard Marks: 78 Years of Investing Wisdom in 60 Minutes (MUST WATCH),UC2cL3pI1H3tiozKif6A8fmA,Investor Center,Finance,2024-10-04 14:15:03,14,Friday,1906007,30019,1089,3930,"howard marks,howard marks interview,howard marks mastering the market cycle,howard marks sea change,howard marks 2024,howard marks lecture,howard marks investor center,howard marks latest interview,howard marks book,howard marks investment 2024,howard marks bloomberg interview,howard marks cnbc interview,howard marks cnbc,howard marks memo,investing,stock market,how money works,swedish investor,new money,hamish hoddler,investor center",21,69,12,1.6321,1.575,0.0571,462000,275,48746016,US,Viral,Long,2026-04-03 10:58:14
v5ZEbeSLBj0,Anthropic’s new AI tool stokes a global tech rout | Share Market News | Stock Market News,UChftTVI0QJmyXkajQYt2tiQ,moneycontrol,Tech,2026-02-04 09:34:43,9,Wednesday,50694,349,22,226,"moneycontrol,moneycontrol news,moneycontrol live,Anthropic AI,Anthropic new AI tool,AI earthquake,global tech stocks,tech stock selloff,global tech rout,artificial intelligence news,AI disruption,tech market crash,stock market today,Nasdaq news,tech shares tumble,AI innovation impact,big tech competition,future of AI,market volatility,investor panic,global markets today",21,89,17,0.7318,0.6884,0.0434,2240000,97569,810568240,IN,Medium,Medium,2026-04-03 10:58:06
VACn6spNfYo,"Iran Threatens To Attack Top US Tech Companies, Iran-US War News | War Updates | War News",UCYPvAwZP8pZhSMW8qs7cVCw,India Today,Tech,2026-04-01 02:19:01,2,Wednesday,6301,26,2,275,"iran attack tech companies,iran vs usa news,irgc warning,apple google microsoft iran,iran latest news 2026,middle east conflict,geopolitics news,tech companies threat,world news today,breaking news iran,us iran war update,cyber war iran usa,big tech under threat,global tension news,international news update,iran israel usa tension,tech war news,ai warfare geopolitics,iran to attack us companies",19,89,17,0.4444,0.4126,0.0317,11100000,329961,5768159487,IN,Low,Medium,2026-04-03 10:58:06
vccwHvCIuW8,Classmates | Stand Up Comedy by Manik Mahna,UC-aVkxFEKJYV33-dhFGHxhw,Manik Mahna,Comedy,2018-03-15 09:02:39,9,Thursday,34013092,984415,11732,658,"Education and exams in india,india,indian stand up comedy,stand up,comedy,classmates,cbse,friends,exams,education,school,canvas laugh club,canvas,comedian,best stand up,best,funniest",17,43,8,2.9287,2.8942,0.0345,742000,7,62727176,,Viral,Long,2026-04-03 10:58:49
Vez3gJ3zsqM,The weirdest tech from CES 2026 | DW News,UCknLrEdhRCp1aegoMqRaCZg,DW News,Tech,2026-01-08 10:00:49,10,Thursday,19115,210,11,60,DW News,1,41,9,1.1562,1.0986,0.0575,6220000,46208,3126592929,DE,Medium,Short,2026-04-03 10:58:06
vgGtNlZ4YpA,The BEST Exercises to Build Muscle (Backed by Science),UCuJ0vNyhpIUbsH-tZgS8z_w,Liftwsarah,Fitness,2025-09-21 16:30:31,16,Sunday,183304,6945,136,817,"muscle building exercises,best exercises for muscle growth,science based training,exercise selection for hypertrophy,mechanical tension,progressive overload,Brad Schoenfeld,gym tips,strength training science,bodybuilding exercises,hypertrophy explained,best lifts for muscle,compound vs isolation exercises,exercise science youtube,gym girl science,lifting tips,how to build muscle,workout mistakes to avoid,evidence based fitness,grow muscle fast",20,54,9,3.863,3.7888,0.0742,226000,980,48115587,,High,Long,2026-04-03 10:58:31
VHSYqY-YHpc,"Top Tech From CES 2026: Exoskeleton, Digital Nail Polish, More",UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,Tech,2026-01-12 14:51:31,14,Monday,67344,477,30,333,"Al Roker,Entertainment,Food,Health,Hoda Kotb,Home,International News,Money,Natalie Morales,Savannah Gutherie,Sports,Style,Today,Today Show,breaking news,concerts,domestic news,interviews,media,parents,pets,politics,shopping,weather",24,62,10,0.7529,0.7083,0.0445,5010000,51493,4187349447,,Medium,Medium,2026-04-03 10:58:06
VjgWbcpVZVw,"I'm 23, How Should I Be Investing?",UC7eBNeDW1GQf2NJQ6G6gAxw,The Ramsey Show Highlights,Finance,2021-03-16 13:00:17,13,Tuesday,782244,14855,1519,297,"the dave ramsey show,budget money debt cash,real estate,insurance,how to make money,dave ramsey,save,credit card,compound interest,buying house,buy,snowball,I'm 23,How Should I Be Investing?,money,investing,debt,how to invest,personal finance",19,34,7,2.0932,1.899,0.1942,4550000,11037,3127120646,US,High,Medium,2026-04-03 10:58:14
vl-rnK7YzV0,Is life insurance a good investment?! #money #investing #investment #lifehack #cash #rich #wealthy,UCgbXT2QuTj4SYxaWCs3vuAw,Your Rich BFF,Finance,2022-08-09 13:56:24,13,Tuesday,613715,27308,1181,60,no_tags,0,98,13,4.6421,4.4496,0.1924,1230000,1568,309951753,,High,Short,2026-04-03 10:58:14
Vl0H-qTclOg,Microsoft Excel Tutorial for Beginners - Full Course,UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org,Education,2020-10-28 13:09:30,13,Wednesday,11322760,187671,3351,8770,"google,sheets,excel,excel course,excel tutorial,excel for beginners,exsel",7,52,8,1.6871,1.6575,0.0296,11600000,2186,958912923,US,Viral,Long,2026-04-03 10:58:40
vMt4HwCsKWk,How To Make Skeleton Educational Shorts (Fast Tutorial),UC5o-sATfgW8YW7IH4yxIh7Q,AI Rush Hour,Education,2026-01-29 18:02:23,18,Thursday,297793,12744,324,125,"how to make skeleton videos,how to make skeleton shorts,how to mke viral skeleton shorts,how to make videos like dr_data,how to make videos like,how to make videos like just a dude,how to make videos like sapiens,Download How To Make Skeleton Educational Shorts,ai animation skeleton,skeleton shorts,skeleton fact animation shorts,make skeleton videos,ai shorts",13,55,8,4.3883,4.2795,0.1088,33600,59,1695762,NL,High,Short,2026-04-03 10:58:40
vPaF6TypfX8,How hackers are using AI and how to protect yourself | BBC News,UC16niRr50-MSBwiO3YDb3RA,BBC News,Tech,2025-11-14 18:01:21,18,Friday,55713,1145,150,1571,"bbc,bbc news,news,world news,breaking news,us news,world,america,usa,usa news,india news",11,63,13,2.3244,2.0552,0.2692,19600000,29433,6809373919,GB,Medium,Long,2026-04-03 10:58:06
vPrOJ7d-7Mg,"Iran to Attack US Tech Companies? Apple, Google, Microsoft on Target List",UCM1VqjE2rshkzKfp4zRVwKA,The Free Press Journal,Tech,2026-03-31 16:30:15,16,Tuesday,11362,82,32,187,"Free Press Journal,FPJ,iran to attack us companies,iran attack tech companies,iran vs usa news,irgc warning,apple google microsoft iran,iran latest news 2026,middle east conflict,geopolitics news,tech companies threat,world news today,breaking news iran,us iran war update,cyber war iran usa,big tech under threat,global tension news,international news update,iran israel usa tension,tech war news,ai warfare geopolitics,iran,israel,america,trump,US,gulf",27,73,12,1.0033,0.7217,0.2816,974000,12475,137394118,IN,Medium,Medium,2026-04-03 10:58:06
VqqtmX-qSjM,DYING LIGHT THE BEAST Walkthrough Gameplay Part 1 - INTRO (FULL GAME),UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,Gaming,2025-09-18 16:00:53,16,Thursday,1971115,52413,2807,7989,"Dying Light The Beast,Dying Light The Beast Gameplay,Dying Light The Beast Full Game,Dying Light The Beast Full Gameplay,Dying Light The Beast Walkthrough,Dying Light The Beast Playthrough,Dying Light The Beast Part 1,Dying Light The Beast Review,Dying Light The Beast Reaction,Dying Light The Beast PS5,Dying Light The Beast Xbox,Dying Light The Beast PC,Dying Light,The Beast,Dying Light Gameplay,Dying Light 2025,Dying Light 3,Dying Light 3 Gameplay,Gameplay",19,69,12,2.8015,2.6591,0.1424,13900000,8996,6616198738,US,Viral,Long,2026-04-03 10:58:23
vstp5yeZVKY,"Easy Piano Tutorial | How to play ""Happy Birthday to You!"" for Beginners",UC4vN6uI_RB1A3BCRdeiUygw,My Music Workshop,Education,2021-10-12 17:08:47,17,Tuesday,970334,4873,0,699,"beginner piano lessons,easy piano tutorial,happy birthday piano lesson,how to play happy birthday on piano,my music workshop,my music workshop piano lesson 2,piano,piano for kids,piano lessons for beginners,piano lessons for beginners kids,how to play piano,piano lessons,beginner piano lessons for kids,learn piano,piano tutorial,piano for beginners,easy piano lessons,free beginner piano lessons,how to play piano for beginners,piano lesson,piano lesson easy",21,72,13,0.5022,0.5022,0.0,202000,84,16384273,US,High,Long,2026-04-03 10:58:40
vswCm9PQ_jk,Solving limits by factoring | Calculus Tutorial and Help,UCQOM1Gd0xcmigDNVimz-oug,Engineering Math Shorts,Education,2021-05-16 19:00:11,19,Sunday,319180,7688,49,42,"math help,algebra help,calculus help,engineenering math help,Math tricks,Mathemathics Shorts,Math Shorts,Math Youtube Shorts,Calculus Shorts,Algebra Shorts",10,56,9,2.424,2.4087,0.0154,14800,1361,7164078,US,High,Short,2026-04-03 10:58:40
VzF0UDN4NKw,BATMAN: ARKHAM KNIGHT (RTX 5090) Gameplay Walkthrough Full Game [4K 60 FPS] ULTRA Realistic Graphics,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,Gaming,2026-01-10 14:29:20,14,Saturday,293029,3044,76,50402,"Batman Arkham Knight,Arkham Knight walkthrough,Batman gameplay,PS5 Pro gameplay,RTX PC gameplay,Xbox Series X gameplay,Arkham Knight review,full game walkthrough,Batman story missions,boss fights gameplay,cinematic gameplay,no commentary gameplay,Arkham Knight endings,video game review,Batman PS5 gameplay,Arkham Knight 2015,superhero games,action-adventure games,PlayStation 5 games",19,100,15,1.0647,1.0388,0.0259,672000,2705,417326170,US,High,Long,2026-04-03 10:58:23
VZHGPyqhlFI,"Nord 6 India Launch, Redmi Note 16 10,000mAh?, vivo V70 FE, AGI Is Here?,Vi + BSNL Big News-#TTN1753",UCEPL07qzVsOcHd3sMUws65g,Trakin Tech,Tech,2026-03-24 13:01:15,13,Tuesday,212121,9482,360,496,"tech news 2026,latest tech news,weekly tech news,vi bsnl merger,elon musk terafab,agi explained,agentic ai claude,apple wwdc 2026,oppo find x9 ultra,vivo v70fe launch,samsung galaxy a57 a37,oneplus nord 6 launch,oneplus gaming console,galaxy z fold8 leak,redmi note 16 battery,amazon smartphones comeback,samsung quick share airdrop,iphone air sales,future of ai,tech updates india,tech news,trakin tech news,trakin news",23,100,18,4.6398,4.4701,0.1697,15500000,4495,3210507707,IN,High,Medium,2026-04-03 10:58:06
VZMFp-mEWoM,I'm Changing How I Manage My Money Because of AI,UCOT2iLov0V7Re7ku_3UBtcQ,Hank Green,Finance,2025-08-09 19:24:53,19,Saturday,1872967,67037,6373,762,no_tags,0,48,10,3.9194,3.5792,0.3403,3020000,1183,1389408999,US,Viral,Long,2026-04-03 10:58:14
W81cfU3IIj8,"തിരഞ്ഞെടുപ്പ് തമാശക്കളിയല്ലെന്ന് ടിപി രാമകൃഷ്ണൻ, മറുപടിയുമായി ഫാത്തിമ തെഹ്‍ലിയ | Election Buzz",UCwXrBBZnIh2ER4lal6WbAHw,Mathrubhumi News,Tech,2026-03-28 15:24:18,15,Saturday,361880,2204,125,93,"Malayalam News,Malayalam News Live,live news malayalam,kerala headlines,latest news,mathrubhumi live,mathrubhumi news,mathrubhumi news live,malayalam news live,Kerala News Live,Mathrubhumi Live,malayalam breaking news,kerala news live,Super Prime time,live news,kerala news,Kerala news,local kerala news,LDF,UDF,Fathima Thehliya,TP Ramakrishnan,Kerala Election 2026,Kerala Politics",24,94,10,0.6436,0.609,0.0345,6200000,313810,7857603129,IN,High,Short,2026-04-03 10:58:06
WcWffmAzlPw,"Nvidia unveils new ""revolutionary"" AI tech",UC8p1vwvWtl6T73JiExfWs1g,CBS News,Tech,2026-01-06 14:29:26,14,Tuesday,18281,170,60,201,"Artificial intelligence,AI,Technology,Nvidia,Artificial Intelligence,CBS News Mornings Clips,U.S.,TechWatch - 1",8,42,6,1.2581,0.9299,0.3282,6970000,149566,6437476252,US,Medium,Medium,2026-04-03 10:58:06
wFzAxgQkWlU,One Night with Diddy | Jon Laster | Stand Up Comedy,UC7MgijK9WL_EqCo1juUERwg,Don't Tell Comedy,Comedy,2026-04-01 19:00:55,19,Wednesday,21160,1178,71,799,"donttellcomedy,don't tell comedy,stand up comedy,best comedy,stand up comedy full,stand up comedy full special 2024,stand up,standup comedy,comedy videos,funny clips,stand up comedy 2024,funny jokes,dont tell comedy,best stand up,stand up comedy 2025,jon laster,jon laster comedian,jon laster comedy,jon laster stand up,diddy",20,51,11,5.9026,5.5671,0.3355,2310000,1958,1580941063,US,Medium,Long,2026-04-03 10:58:49
wi6JAxKF0KA,"💵 One kid saves, the other becomes rich",UCxTnM9iMhQnTLUvGcwsgaEQ,Sean Pan,Finance,2024-07-04 02:26:26,2,Thursday,22873411,832341,1655,60,no_tags,0,39,8,3.6461,3.6389,0.0072,1500000,689,460879113,US,Viral,Short,2026-04-03 10:58:14
WIi5d_hQuCQ,Real Estate Vs Stocks: Where to Invest? Raj Shamani #Shorts,UCzwCEE_PchiBULMnAJqhGVg,Raj Shamani,Finance,2025-01-15 05:57:00,5,Wednesday,1175154,74236,476,43,"raj shamani,shamani industries,figuring out with raj shamani,inspirational,india,figuring out,raj shamani podcast,hindi podcast,indian podcast,english podcast,motivation,indian startups,success,podcast,figuring out podcast,latest podcast,trending podcast,health,wealth,relationship",20,59,10,6.3576,6.3171,0.0405,16200000,2399,1894447288,IN,Viral,Short,2026-04-03 10:58:14
